step,train_loss
1,3.673569440841675
2,3.7269043922424316
3,3.710897922515869
4,3.3962085247039795
5,3.473184108734131
6,2.7816531658172607
7,3.1866910457611084
8,2.905299425125122
9,2.7777793407440186
10,2.8310983180999756
11,2.804159164428711
12,2.5265252590179443
13,2.7968459129333496
14,2.508481979370117
15,2.576915979385376
16,2.4491894245147705
17,2.2015953063964844
18,2.7151620388031006
19,2.638127565383911
20,2.3737540245056152
21,2.2198214530944824
22,2.2171003818511963
23,2.2533297538757324
24,2.2427978515625
25,2.1379036903381348
26,2.262831449508667
27,2.3357884883880615
28,2.1443381309509277
29,2.223555564880371
30,2.162768602371216
31,2.1391806602478027
32,2.1521384716033936
33,2.1285996437072754
34,2.171417474746704
35,2.2205681800842285
36,2.16687273979187
37,2.102294683456421
38,2.1146397590637207
39,1.9697868824005127
40,2.0360143184661865
41,1.959311604499817
42,1.9909062385559082
43,2.14911150932312
44,2.1169300079345703
45,2.0510001182556152
46,2.146660089492798
47,2.018986701965332
48,2.0094871520996094
49,2.0423128604888916
50,1.9816255569458008
51,2.0021979808807373
52,2.082441806793213
53,1.9473280906677246
54,2.068575859069824
55,2.096208333969116
56,2.1237454414367676
57,1.8880316019058228
58,1.9443353414535522
59,2.079040050506592
60,2.1375179290771484
61,2.0289530754089355
62,1.9471992254257202
63,2.00101375579834
64,1.9030166864395142
65,2.099492073059082
66,1.8815832138061523
67,1.8841969966888428
68,1.952903389930725
69,1.9913887977600098
70,2.039405345916748
71,1.9409672021865845
72,1.9750564098358154
73,1.9874876737594604
74,1.8535032272338867
75,1.928067684173584
76,1.9296373128890991
77,1.962454080581665
78,1.9522762298583984
79,1.933354377746582
80,1.9353649616241455
81,1.932741403579712
82,1.9603220224380493
83,2.008297920227051
84,1.9450105428695679
85,1.914709210395813
86,1.9984991550445557
87,1.9723111391067505
88,1.9298360347747803
89,1.9363634586334229
90,1.9120234251022339
91,1.9892593622207642
92,1.9611073732376099
93,1.9661962985992432
94,1.900823712348938
95,1.9369399547576904
96,2.0027925968170166
97,1.886419415473938
98,1.9077277183532715
99,1.9027334451675415
100,1.9177709817886353
101,2.0142931938171387
102,1.9507986307144165
103,1.9593682289123535
104,1.9166570901870728
105,1.9679558277130127
106,1.867534875869751
107,1.9568445682525635
108,1.8206676244735718
109,1.8956828117370605
110,1.8670498132705688
111,1.8323500156402588
112,2.0581119060516357
113,1.779117226600647
114,1.9658275842666626
115,1.9373421669006348
116,1.850554347038269
117,1.8592376708984375
118,1.9120196104049683
119,1.9228532314300537
120,1.8610464334487915
121,1.8424482345581055
122,1.8309297561645508
123,1.7944592237472534
124,1.8412561416625977
125,1.927544355392456
126,1.7763214111328125
127,1.8220640420913696
128,1.7601885795593262
129,1.9726780652999878
130,1.8114460706710815
131,1.8671165704727173
132,1.7638235092163086
133,1.8937398195266724
134,1.9190678596496582
135,1.8894301652908325
136,1.7570956945419312
137,1.7797733545303345
138,1.9281665086746216
139,1.8328940868377686
140,1.8706459999084473
141,1.8391749858856201
142,1.8179104328155518
143,1.8601341247558594
144,1.7690715789794922
145,1.8330576419830322
146,1.8432273864746094
147,1.7645201683044434
148,1.8944461345672607
149,1.876059889793396
150,1.8052154779434204
151,1.8467997312545776
152,1.791733980178833
153,1.8282781839370728
154,1.850304365158081
155,1.8030717372894287
156,1.9162787199020386
157,1.7861032485961914
158,1.8729926347732544
159,1.9681193828582764
160,1.8518147468566895
161,1.7929052114486694
162,1.898226261138916
163,1.8156629800796509
164,1.8285207748413086
165,1.8718278408050537
166,1.8830187320709229
167,1.7984323501586914
168,1.7236255407333374
169,1.8281517028808594
170,1.8337732553482056
171,1.7959092855453491
172,1.7768704891204834
173,1.677716851234436
174,1.8036978244781494
175,1.8350836038589478
176,1.8900229930877686
177,1.934658408164978
178,1.8862531185150146
179,1.7983355522155762
180,1.710571527481079
181,1.8145115375518799
182,1.8149781227111816
183,1.8374587297439575
184,1.8581205606460571
185,1.848760724067688
186,1.790579915046692
187,1.7383711338043213
188,1.8510791063308716
189,1.8313254117965698
190,1.7345534563064575
191,1.7422412633895874
192,1.7714598178863525
193,1.7826948165893555
194,1.8048497438430786
195,1.9141390323638916
196,1.888572096824646
197,1.7106740474700928
198,1.7384765148162842
199,1.7111091613769531
200,1.8442039489746094
