step,train_loss
1,3.138782262802124
2,3.0000789165496826
3,3.0817294120788574
4,2.9045047760009766
5,2.795475959777832
6,2.6656107902526855
7,2.7664551734924316
8,2.591207504272461
9,2.604396343231201
10,2.7480921745300293
11,2.6941792964935303
12,2.7292537689208984
13,2.4943718910217285
14,2.522063732147217
15,2.4859392642974854
16,2.7251639366149902
17,2.8440310955047607
18,2.613743543624878
19,2.572751760482788
20,2.62705659866333
21,2.6187291145324707
22,2.6433496475219727
23,2.3512749671936035
24,2.66969895362854
25,2.4959969520568848
26,2.593064069747925
27,2.58345890045166
28,2.5334537029266357
29,2.3772618770599365
30,2.5680928230285645
31,2.4913792610168457
32,2.2938077449798584
33,2.418278932571411
34,2.5742971897125244
35,2.491414785385132
36,2.450477123260498
37,2.624683141708374
38,2.3244080543518066
39,2.5356945991516113
40,2.428971290588379
41,2.367570400238037
42,2.436218500137329
43,2.5446245670318604
44,2.3826470375061035
45,2.5610439777374268
46,2.3886022567749023
47,2.4779720306396484
48,2.3508424758911133
49,2.5146076679229736
50,2.580047130584717
51,2.3150017261505127
52,2.4327824115753174
53,2.2966408729553223
54,2.415306568145752
55,2.5032458305358887
56,2.4452385902404785
57,2.446056842803955
58,2.32275652885437
59,2.3792617321014404
60,2.3536293506622314
61,2.35933256149292
62,2.4041717052459717
63,2.465643882751465
64,2.4670021533966064
65,2.483851909637451
66,2.4132769107818604
67,2.4804725646972656
68,2.495818614959717
69,2.438283681869507
70,2.353743553161621
71,2.5759313106536865
72,2.437004566192627
73,2.4827065467834473
74,2.291327953338623
75,2.421816110610962
76,2.340998411178589
77,2.3587961196899414
78,2.307278871536255
79,2.3550727367401123
80,2.4319911003112793
81,2.4538094997406006
82,2.18552565574646
83,2.332165479660034
84,2.3118410110473633
85,2.4177939891815186
86,2.3540725708007812
87,2.3470709323883057
88,2.3190767765045166
89,2.321751594543457
90,2.344947099685669
91,2.270346164703369
92,2.355494260787964
93,2.2855632305145264
94,2.331479072570801
95,2.403360366821289
96,2.4538440704345703
97,2.3115789890289307
98,2.1739132404327393
99,2.282949447631836
100,2.3809452056884766
101,2.4519097805023193
102,2.3401002883911133
103,2.36653995513916
104,2.247828960418701
105,2.4395577907562256
106,2.1854608058929443
107,2.271860122680664
108,2.2488362789154053
109,2.3226542472839355
110,2.2671449184417725
111,2.331796646118164
112,2.323124408721924
113,2.3996968269348145
114,2.371729612350464
115,2.2764475345611572
116,2.350245952606201
117,2.2601826190948486
118,2.2443530559539795
119,2.233741044998169
120,2.299628257751465
121,2.392838716506958
122,2.3277976512908936
123,2.3376927375793457
124,2.3511791229248047
125,2.1886672973632812
126,2.3879268169403076
127,2.3759915828704834
128,2.3213753700256348
129,2.4176132678985596
130,2.256483316421509
131,2.2837908267974854
132,2.307436943054199
133,2.320266008377075
134,2.3539981842041016
135,2.3027820587158203
136,2.30092453956604
137,2.2676494121551514
138,2.200880289077759
139,2.312695026397705
140,2.117158889770508
141,2.257823944091797
142,2.3199715614318848
143,2.3417649269104004
144,2.3642520904541016
145,2.2954607009887695
146,2.1697587966918945
147,2.202716588973999
148,2.222025156021118
149,2.2091076374053955
150,2.394796848297119
151,2.2537763118743896
152,2.1722447872161865
153,2.132197856903076
154,2.221284866333008
155,2.3600564002990723
156,2.3878800868988037
157,2.1954097747802734
158,2.1069438457489014
159,2.1936960220336914
160,2.3152029514312744
161,2.133612871170044
162,2.213850975036621
163,2.1542129516601562
164,2.2618181705474854
165,2.3744254112243652
166,2.2517871856689453
167,2.1636712551116943
168,2.4490175247192383
169,2.3496451377868652
170,2.239163398742676
171,2.204150915145874
172,2.3350024223327637
173,2.324378490447998
174,2.3048503398895264
175,2.2931954860687256
176,2.1693496704101562
177,2.2085816860198975
178,2.2128469944000244
179,2.3455605506896973
180,2.275869369506836
181,2.1971569061279297
182,2.233851432800293
183,2.2554798126220703
184,2.231682300567627
185,2.221815824508667
186,2.299103021621704
187,2.2147724628448486
188,2.224869728088379
189,2.2426300048828125
190,2.2424442768096924
191,2.226163864135742
192,2.247063636779785
193,2.2887911796569824
194,2.3618648052215576
195,2.301445245742798
196,2.1531553268432617
197,2.1896958351135254
198,2.158010482788086
199,2.264465093612671
200,2.2093193531036377
