step,train_loss
1,2.6278655529022217
2,2.50018572807312
3,2.43096661567688
4,2.336372137069702
5,2.5853826999664307
6,2.2222323417663574
7,2.1063528060913086
8,1.9455512762069702
9,2.077634811401367
10,2.430499792098999
11,2.1670632362365723
12,2.1462666988372803
13,2.3876798152923584
14,2.1075503826141357
15,2.106694459915161
16,1.9776217937469482
17,2.041325807571411
18,2.0900516510009766
19,1.8685458898544312
20,2.1405105590820312
21,2.0440492630004883
22,2.12178897857666
23,2.2135095596313477
24,2.0523505210876465
25,1.9361562728881836
26,2.0466878414154053
27,2.180943489074707
28,2.113020658493042
29,2.1028177738189697
30,2.1056787967681885
31,1.8825637102127075
32,2.10607647895813
33,1.8288993835449219
34,2.0261218547821045
35,2.20766544342041
36,2.193901538848877
37,1.8524398803710938
38,2.103083848953247
39,1.8365612030029297
40,1.9443994760513306
41,1.825433373451233
42,1.777764081954956
43,2.049097776412964
44,1.8907943964004517
45,1.8185573816299438
46,2.097191572189331
47,1.9461088180541992
48,1.7767980098724365
49,1.7918956279754639
50,1.9456723928451538
51,1.912796974182129
52,1.7973871231079102
53,1.7454146146774292
54,1.9777145385742188
55,1.9018625020980835
56,2.110351085662842
57,1.7168771028518677
58,1.7077338695526123
59,1.8882360458374023
60,1.8241345882415771
61,1.7238848209381104
62,1.8988603353500366
63,1.9542865753173828
64,1.7018520832061768
65,1.8587700128555298
66,1.8598552942276
67,1.7627381086349487
68,1.7494109869003296
69,1.911927580833435
70,1.8666493892669678
71,1.949099063873291
72,1.9531757831573486
73,2.043790102005005
74,1.9395465850830078
75,1.8225592374801636
76,1.8452485799789429
77,1.7958283424377441
78,1.6976799964904785
79,1.7026145458221436
80,1.8914821147918701
81,1.6749809980392456
82,1.8806428909301758
83,1.8811997175216675
84,1.857846736907959
85,1.904294729232788
86,1.7011102437973022
87,1.6587960720062256
88,1.7620646953582764
89,1.960375428199768
90,1.787505865097046
91,1.915531039237976
92,1.6685214042663574
93,1.7377487421035767
94,1.7942085266113281
95,1.8751568794250488
96,1.7353618144989014
97,1.816877841949463
98,1.8510252237319946
99,1.8623095750808716
100,1.5507701635360718
101,1.6982905864715576
102,1.9107587337493896
103,1.8048925399780273
104,1.8667906522750854
105,1.8226122856140137
106,1.6875561475753784
107,1.967855453491211
108,1.9559794664382935
109,1.7576732635498047
110,1.9016923904418945
111,1.7566332817077637
112,1.8784935474395752
113,1.7448415756225586
114,1.6159193515777588
115,1.7663286924362183
116,1.6730246543884277
117,1.7614996433258057
118,1.7810176610946655
119,1.6906625032424927
120,2.001385450363159
121,1.8774595260620117
122,1.837286353111267
123,1.9109909534454346
124,1.8068662881851196
125,1.867951512336731
126,1.7737693786621094
127,1.7132221460342407
128,1.7041767835617065
129,1.5797556638717651
130,1.840897560119629
131,1.7891846895217896
132,1.8464607000350952
133,1.8624588251113892
134,1.7482774257659912
135,1.8925613164901733
136,1.7679178714752197
137,1.7118421792984009
138,1.6904383897781372
139,1.761610984802246
140,1.8338676691055298
141,1.6923218965530396
142,1.701202630996704
143,1.6444528102874756
144,1.7251265048980713
145,1.763210415840149
146,1.5343965291976929
147,1.5446070432662964
148,1.6704696416854858
149,1.5877037048339844
150,1.710740327835083
151,1.6027613878250122
152,1.7208292484283447
153,1.654563307762146
154,1.651672124862671
155,1.695842981338501
156,1.641262412071228
157,1.835111379623413
158,1.7501964569091797
159,1.868923544883728
160,1.6460132598876953
161,1.7833855152130127
162,1.5555000305175781
163,1.5822097063064575
164,1.7777960300445557
165,1.614801049232483
166,1.738901972770691
167,1.7936246395111084
168,1.8449913263320923
169,1.657213807106018
170,1.8080005645751953
171,1.8654636144638062
172,1.7960032224655151
173,1.7192881107330322
174,1.622127652168274
175,1.707937240600586
176,1.558876395225525
177,1.6112844944000244
178,1.7898410558700562
179,1.8788129091262817
180,1.7510980367660522
181,1.6884806156158447
182,1.7157869338989258
183,1.4460232257843018
184,1.7889190912246704
185,1.7949508428573608
186,1.6172466278076172
187,1.6373255252838135
188,1.737755537033081
189,1.499643087387085
190,1.6236518621444702
191,1.7362521886825562
192,1.6940571069717407
193,1.6092355251312256
194,1.6990042924880981
195,1.5926737785339355
196,1.6885629892349243
197,1.8420519828796387
198,1.609052300453186
199,1.689727544784546
200,1.709350347518921
